pos,constructor,wins,podiums,race
3,Ferrari,3,9,1989 Japanese Grand Prix
4,Benetton,1,3,1989 Japanese Grand Prix
5,Tyrrell,0,1,1989 Japanese Grand Prix
6,Arrows,0,1,1989 Japanese Grand Prix
7,Lotus,0,0,1989 Japanese Grand Prix
8,Dallara,0,1,1989 Japanese Grand Prix
9,Brabham,0,1,1989 Japanese Grand Prix
10,Onyx,0,1,1989 Japanese Grand Prix
11,Minardi,0,0,1989 Japanese Grand Prix
12,March,0,1,1989 Japanese Grand Prix
13,Rial,0,0,1989 Japanese Grand Prix
14,Ligier,0,0,1989 Japanese Grand Prix
15,AGS,0,0,1989 Japanese Grand Prix
16,Lola,0,0,1989 Japanese Grand Prix
1,McLaren,10,18,1989 Australian Grand Prix
2,Williams,2,11,1989 Australian Grand Prix
3,Ferrari,3,9,1989 Australian Grand Prix
4,Benetton,1,4,1989 Australian Grand Prix
5,Tyrrell,0,1,1989 Australian Grand Prix
6,Lotus,0,0,1989 Australian Grand Prix
7,Arrows,0,1,1989 Australian Grand Prix
8,Dallara,0,1,1989 Australian Grand Prix
9,Brabham,0,1,1989 Australian Grand Prix
10,Onyx,0,1,1989 Australian Grand Prix
11,Minardi,0,0,1989 Australian Grand Prix
12,March,0,1,1989 Australian Grand Prix
13,Rial,0,0,1989 Australian Grand Prix
14,Ligier,0,0,1989 Australian Grand Prix
15,AGS,0,0,1989 Australian Grand Prix
16,Lola,0,0,1989 Australian Grand Prix
1,McLaren,1,1,1990 United States Grand Prix
2,Tyrrell,0,1,1990 United States Grand Prix
3,Williams,0,1,1990 United States Grand Prix
4,Benetton,0,0,1990 United States Grand Prix
5,Brabham,0,0,1990 United States Grand Prix
1,McLaren,1,3,1990 Brazilian Grand Prix
2,Ferrari,1,1,1990 Brazilian Grand Prix
3,Tyrrell,0,1,1990 Brazilian Grand Prix
4,Williams,0,1,1990 Brazilian Grand Prix
5,Benetton,0,0,1990 Brazilian Grand Prix
6,Brabham,0,0,1990 Brazilian Grand Prix
1,McLaren,1,4,1990 San Marino Grand Prix
2,Williams,1,2,1990 San Marino Grand Prix
3,Ferrari,1,1,1990 San Marino Grand Prix
4,Benetton,0,1,1990 San Marino Grand Prix
5,Tyrrell,0,1,1990 San Marino Grand Prix
6,Brabham,0,0,1990 San Marino Grand Prix
1,McLaren,2,6,1990 Monaco Grand Prix
2,Williams,1,2,1990 Monaco Grand Prix
3,Ferrari,1,1,1990 Monaco Grand Prix
4,Tyrrell,0,2,1990 Monaco Grand Prix
